work_order_id,ref_id_str,cantidad_lanzada,cantidad_final_ok,scrap_total,tiempo_total_min,primera_fase_ts,ultima_fase_ts,y_fabricacion_min,incidencias_duracion_total,scrap_rate,yield_ok,fabricacion_dias,incidencias_horas,duracion_min_por_ud,ops_count,ops_unique,duracion_ops_min,scrap_ops_total,op,dur_min_aplanado,dur_min_calibrado,dur_min_calibrar_fri,dur_min_curvado_cort,dur_min_curvar_corta,dur_min_entrada_de_d,dur_min_granallado,dur_min_normalizado,dur_min_rectificado,dur_min_sacar_entrad,dur_min_soldadura_re,dur_min_soldar_rebab,dur_min_tallado,dur_min_tallar,dur_min_templar_por,dur_min_temple_reven,dur_min_torneado,dur_min_aplanado_por_ud,dur_min_calibrado_por_ud,dur_min_calibrar_fri_por_ud,dur_min_curvado_cort_por_ud,dur_min_curvar_corta_por_ud,dur_min_entrada_de_d_por_ud,dur_min_granallado_por_ud,dur_min_normalizado_por_ud,dur_min_rectificado_por_ud,dur_min_sacar_entrad_por_ud,dur_min_soldadura_re_por_ud,dur_min_soldar_rebab_por_ud,dur_min_tallado_por_ud,dur_min_tallar_por_ud,dur_min_templar_por_por_ud,dur_min_temple_reven_por_ud,dur_min_torneado_por_ud,scrap_aplanado,scrap_calibrado,scrap_calibrar_fri,scrap_curvado_cort,scrap_curvar_corta,scrap_entrada_de_d,scrap_granallado,scrap_normalizado,scrap_rectificado,scrap_sacar_entrad,scrap_soldadura_re,scrap_soldar_rebab,scrap_tallado,scrap_tallar,scrap_templar_por,scrap_temple_reven,scrap_torneado
24/0754,081147,6640,6467,173,20411,2025-01-13 13:54:00,2025-01-28 12:40:00,21526,3372,0.02605421686746988,0.9739457831325301,14.948611111111111,56.2,3.241867469879518,7,7,20411.0,173.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,1241.0,,1421.0,,,1278.0,1280.0,4860.0,,2316.0,,8015.0,,,,,,0.1868975903614458,,0.21400602409638556,,,0.1924698795180723,0.1927710843373494,0.7319277108433735,,0.34879518072289156,,1.207078313253012,,,,,,7.0,,3.0,,,0.0,0.0,73.0,,7.0,,83.0,,,,
24/0755,081147,3822,3791,31,10543,2025-01-14 21:56:00,2025-01-29 23:59:00,21723,1251,0.008110936682365254,0.9918890633176347,15.085416666666667,20.85,5.683673469387755,7,7,10543.0,31.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,630.0,,689.0,,,542.0,541.0,2118.0,,1354.0,,4669.0,,,,,,0.16483516483516483,,0.18027210884353742,,,0.14181057038199896,0.14154892726321297,0.554160125588697,,0.35426478283621143,,1.2216117216117217,,,,,,0.0,,0.0,,,0.0,0.0,20.0,,6.0,,5.0,,,,
24/0756,081GJ1,4076,3986,90,12564,2025-01-16 00:44:00,2025-02-07 07:25:00,32081,2149,0.022080471050049066,0.9779195289499509,22.278472222222224,35.81666666666667,7.870706575073601,8,8,12564.0,90.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,775.0,,634.0,,,451.0,453.0,3124.0,,1616.0,,3254.0,,,2257.0,,,0.19013738959764476,,0.15554465161923453,,,0.11064769381746811,0.11113837095191365,0.7664376840039254,,0.39646712463199213,,0.7983316977428851,,,0.553729146221786,,,0.0,,7.0,,,0.0,0.0,8.0,,26.0,,38.0,,,11.0,
24/0764,091232,5000,4936,64,15648,2025-01-20 13:58:00,2025-08-05 21:49:00,284151,1755,0.0128,0.9872,197.32708333333332,29.25,56.8302,8,8,15648.0,64.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,743.0,,828.0,,,566.0,569.0,3409.0,,1742.0,,4929.0,,,2862.0,,,0.1486,,0.1656,,,0.1132,0.1138,0.6818,,0.3484,,0.9858,,,0.5724,,,1.0,,8.0,,,0.0,0.0,4.0,,14.0,,32.0,,,5.0,
24/0765,091232,3686,3672,14,10808,2025-01-22 14:05:00,2025-02-06 04:45:00,21040,1360,0.0037981551817688553,0.9962018448182312,14.61111111111111,22.666666666666668,5.708084644601194,8,8,10808.0,14.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,675.0,,613.0,,,384.0,385.0,2534.0,,1141.0,,3081.0,,,1995.0,,,0.18312533912099838,,0.16630493760173629,,,0.10417797069994574,0.10444926749864351,0.6874660879001627,,0.3095496473141617,,0.8358654367878459,,,0.5412371134020618,,,0.0,,0.0,,,0.0,0.0,0.0,,3.0,,6.0,,,5.0,
24/0766,124203,2639,2614,25,11754,2025-01-23 17:29:00,2025-02-20 10:26:00,39897,1020,0.009473285335354301,0.9905267146646457,27.70625,17.0,15.118226600985222,8,8,11754.0,25.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TORNEADO > RECTIFICADO,,791.0,,513.0,,,809.0,161.0,2772.0,,976.0,,3566.0,,,,2166.0,,0.29973474801061006,,0.19439181508147024,,,0.30655551345206516,0.0610079575596817,1.0503978779840848,,0.3698370594922319,,1.3512694202349376,,,,0.8207654414550967,,0.0,,0.0,,,0.0,0.0,5.0,,12.0,,1.0,,,,7.0
24/0771,124203,1320,1306,14,5568,2025-01-23 13:57:00,2025-02-21 09:20:00,41483,409,0.010606060606060607,0.9893939393939394,28.80763888888889,6.816666666666666,31.42651515151515,8,8,5568.0,14.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TORNEADO > RECTIFICADO,,322.0,,212.0,,,222.0,222.0,1374.0,,570.0,,1625.0,,,,1021.0,,0.24393939393939393,,0.1606060606060606,,,0.16818181818181818,0.16818181818181818,1.040909090909091,,0.4318181818181818,,1.231060606060606,,,,0.7734848484848484,,1.0,,0.0,,,0.0,0.0,2.0,,7.0,,4.0,,,,0.0
24/0772,124203,4568,4478,90,21100,2025-01-29 10:47:00,2025-02-27 13:55:00,41948,3859,0.019702276707530646,0.9802977232924693,29.130555555555556,64.31666666666666,9.183012259194395,8,8,21100.0,90.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TORNEADO > RECTIFICADO,,2469.0,,871.0,,,483.0,391.0,5546.0,,1700.0,,6614.0,,,,3026.0,,0.5404991243432574,,0.19067425569176882,,,0.10573555166374782,0.0855954465849387,1.2140980735551663,,0.37215411558669004,,1.4478984238178634,,,,0.6624343257443083,,1.0,,0.0,,,0.0,0.0,29.0,,2.0,,39.0,,,,19.0
24/0773,081806,5000,4826,174,19818,2025-01-27 15:55:00,2025-02-06 09:23:00,14008,1804,0.0348,0.9652,9.727777777777778,30.066666666666666,2.8016,6,6,19818.0,174.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > TEMPLE-REVEN > TALLADO,,,,2032.0,,,1366.0,1366.0,,,3716.0,,6780.0,,,4558.0,,,,,0.4064,,,0.2732,0.2732,,,0.7432,,1.356,,,0.9116,,,,,12.0,,,0.0,0.0,,,26.0,,102.0,,,34.0,
24/0774,081806,1778,1763,15,6277,2025-01-28 16:09:00,2025-02-14 17:32:00,24563,678,0.00843644544431946,0.9915635545556806,17.05763888888889,11.3,13.81496062992126,8,8,6277.0,15.0,CURVADO-CORT > SOLDADURA-RE > GRANALLADO > NORMALIZADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,119.0,,270.0,,,267.0,266.0,1912.0,,578.0,,1713.0,,,1152.0,,,0.06692913385826772,,0.15185601799775028,,,0.15016872890888638,0.14960629921259844,1.0753655793025871,,0.3250843644544432,,0.9634420697412823,,,0.6479190101237345,,,0.0,,0.0,,,0.0,0.0,7.0,,0.0,,0.0,,,8.0,
24/0776,081290,3300,3274,26,11660,2025-01-28 04:42:00,2025-02-10 08:17:00,18935,940,0.00787878787878788,0.9921212121212121,13.149305555555555,15.666666666666666,5.737878787878788,8,8,11660.0,26.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > ENTRADA DE D > RECTIFICADO,,767.0,,435.0,,3262.0,309.0,306.0,2058.0,,1166.0,,3357.0,,,,,,0.23242424242424242,,0.1318181818181818,,0.9884848484848485,0.09363636363636364,0.09272727272727273,0.6236363636363637,,0.35333333333333333,,1.0172727272727273,,,,,,0.0,,2.0,,1.0,0.0,0.0,18.0,,5.0,,0.0,,,,
24/0777,081290,3406,3354,52,12547,2025-01-28 20:40:00,2025-04-01 00:09:00,89489,1034,0.015267175572519083,0.9847328244274809,62.14513888888889,17.233333333333334,26.27392836171462,8,8,12547.0,52.0,CURVADO-CORT > SOLDADURA-RE > GRANALLADO > NORMALIZADO > CALIBRADO > TALLADO > ENTRADA DE D > RECTIFICADO,,454.0,,471.0,,3876.0,362.0,361.0,2202.0,,1166.0,,3655.0,,,,,,0.13329418672930124,,0.138285378743394,,1.1379917792131533,0.10628302994715208,0.10598943041691133,0.6465061655901351,,0.34233705226071637,,1.0731062830299471,,,,,,0.0,,7.0,,3.0,0.0,0.0,40.0,,2.0,,0.0,,,,
24/0778,124203,4636,4552,84,21041,2025-01-30 10:32:00,2025-03-05 13:13:00,49121,2627,0.0181190681622088,0.9818809318377912,34.111805555555556,43.78333333333333,10.59555651423641,8,8,21041.0,84.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TORNEADO > RECTIFICADO,,1186.0,,857.0,,,705.0,704.0,4821.0,,1668.0,,6554.0,,,,4546.0,,0.2558239861949957,,0.1848576358930112,,,0.15207075064710956,0.15185504745470232,1.0399050905953409,,0.359792924935289,,1.4137187230371009,,,,0.9805867126833477,,0.0,,0.0,,,0.0,0.0,14.0,,6.0,,44.0,,,,20.0
24/0780,081806,3058,3012,46,9733,2025-02-03 21:57:00,2025-03-05 05:06:00,42189,440,0.015042511445389144,0.9849574885546108,29.297916666666666,7.333333333333333,13.79627207325049,8,8,9733.0,46.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,722.0,,485.0,,,505.0,990.0,1525.0,,1144.0,,2615.0,,,1747.0,,,0.23610202746893394,,0.15860039241334206,,,0.16514061478090256,0.3237410071942446,0.4986919555264879,,0.37410071942446044,,0.855134074558535,,,0.5712884238064094,,,0.0,,12.0,,,0.0,0.0,0.0,,2.0,,20.0,,,12.0,
24/0781,081602,1971,1902,69,8725,2025-02-18 04:55:00,2025-03-19 17:41:00,42526,1602,0.0350076103500761,0.9649923896499238,29.531944444444445,26.7,21.575849822425166,7,7,8725.0,69.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,848.0,,291.0,,,258.0,259.0,2967.0,,737.0,,3365.0,,,,,,0.4302384576357179,,0.1476407914764079,,,0.1308980213089802,0.13140537798072044,1.5053272450532724,,0.373921867072552,,1.7072552004058854,,,,,,0.0,,0.0,,,0.0,0.0,7.0,,5.0,,57.0,,,,
24/0782,031100,3840,3780,60,13295,2025-02-07 15:05:00,2025-03-04 22:09:00,36424,873,0.015625,0.984375,25.294444444444444,14.55,9.485416666666667,8,8,13295.0,60.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > ENTRADA DE D > RECTIFICADO,,597.0,,654.0,,2416.0,363.0,362.0,2094.0,,1559.0,,5250.0,,,,,,0.15546875,,0.1703125,,0.6291666666666667,0.09453125,0.09427083333333333,0.5453125,,0.40598958333333335,,1.3671875,,,,,,0.0,,4.0,,0.0,0.0,0.0,51.0,,5.0,,0.0,,,,
24/0784,124203,7813,7706,107,33733,2025-02-17 10:28:00,2025-03-13 07:59:00,34411,4917,0.013695123512095226,0.9863048764879048,23.896527777777777,81.95,4.404326123128119,8,8,33733.0,107.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TORNEADO > RECTIFICADO,,2459.0,,1748.0,,,832.0,185.0,7837.0,,3006.0,,10696.0,,,,6970.0,,0.31473185716114166,,0.22372968130039678,,,0.1064891846921797,0.023678484576987072,1.003071803404582,,0.3847433764239089,,1.3690003839754257,,,,0.8921029054140535,,2.0,,0.0,,,0.0,0.0,27.0,,19.0,,40.0,,,,19.0
24/0789,081803,5307,5237,70,20834,2025-02-25 16:15:00,2025-05-05 17:35:00,99440,2857,0.013190126248351234,0.9868098737516487,69.05555555555556,47.61666666666667,18.73751648765781,9,9,20834.0,70.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > ENTRADA DE D > RECTIFICADO > TEMPLE-REVEN,,870.0,,728.0,,5130.0,640.0,641.0,3578.0,,1902.0,,4338.0,,,3007.0,,,0.16393442622950818,,0.13717731298285282,,0.966647823629169,0.12059543998492557,0.12078387035990201,0.6742038816657245,,0.3583945732052007,,0.8174109666478236,,,0.5666101375541738,,,0.0,,8.0,,29.0,0.0,0.0,14.0,,9.0,,0.0,,,10.0,
24/0791,003800,2829,2761,68,7638,2025-02-26 22:57:00,2025-05-23 10:36:00,123099,929,0.024036762106751503,0.9759632378932485,85.48541666666667,15.483333333333333,43.513255567338284,8,8,7638.0,68.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,414.0,,484.0,,,258.0,258.0,2037.0,,1306.0,,1574.0,,,1307.0,,,0.14634146341463414,,0.1710851891127607,,,0.0911983032873807,0.0911983032873807,0.7200424178154825,,0.46164722516790385,,0.5563803464121597,,,0.46200070696359136,,,0.0,,0.0,,,0.0,0.0,5.0,,18.0,,38.0,,,7.0,
24/0792,124203,7819,7654,165,29232,2025-02-27 20:02:00,2025-03-25 19:01:00,37379,5096,0.021102442767617344,0.9788975572323827,25.957638888888887,84.93333333333334,4.780534595216779,7,7,29232.0,165.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,2445.0,,1666.0,,,1174.0,1175.0,7588.0,,3144.0,,12040.0,,,,,,0.3126998337383297,,0.21307072515666964,,,0.15014707763141066,0.15027497122394168,0.9704565801253358,,0.40209745491750865,,1.539838854073411,,,,,,2.0,,12.0,,,0.0,0.0,98.0,,16.0,,37.0,,,,
24/0793,091232,2430,2420,10,7368,2025-02-27 14:01:00,2025-03-20 00:16:00,29415,564,0.00411522633744856,0.9958847736625515,20.427083333333332,9.4,12.104938271604938,8,8,7368.0,10.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,330.0,,360.0,,,253.0,253.0,1982.0,,947.0,,1957.0,,,1286.0,,,0.13580246913580246,,0.14814814814814814,,,0.10411522633744856,0.10411522633744856,0.8156378600823045,,0.3897119341563786,,0.8053497942386831,,,0.5292181069958848,,,0.0,,5.0,,,0.0,0.0,0.0,,4.0,,0.0,,,1.0,
24/0794,091700,2300,2286,14,3789,2025-02-28 02:53:00,2025-03-18 20:22:00,26969,454,0.00608695652173913,0.9939130434782608,18.728472222222223,7.566666666666666,11.725652173913044,4,4,3789.0,14.0,CURVADO-CORT > SOLDADURA-RE > CALIBRADO > TORNEADO,,496.0,,378.0,,,,,,,882.0,,,,,,2033.0,,0.21565217391304348,,0.16434782608695653,,,,,,,0.3834782608695652,,,,,,0.8839130434782608,,0.0,,0.0,,,,,,,3.0,,,,,,11.0
24/0797,818500,500,488,12,3689,2025-03-25 00:04:00,2025-06-19 11:00:00,124496,627,0.024,0.976,86.45555555555555,10.45,248.992,7,7,3689.0,12.0,CURVADO-CORT > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TORNEADO > TEMPLE-REVEN,,343.0,,111.0,,,114.0,113.0,,,,,1297.0,,,440.0,1271.0,,0.686,,0.222,,,0.228,0.226,,,,,2.594,,,0.88,2.542,,0.0,,8.0,,,0.0,0.0,,,,,0.0,,,1.0,3.0
24/0799,091232,4591,4547,44,14508,2025-05-07 06:00:00,2025-05-28 16:56:00,30896,1403,0.00958396863428447,0.9904160313657155,21.455555555555556,23.383333333333333,6.729688521019386,8,8,14508.0,44.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,767.0,,651.0,,,520.0,521.0,3351.0,,1617.0,,4389.0,,,2692.0,,,0.16706599869309519,,0.14179917229361794,,,0.11326508385972554,0.11348290132868656,0.7299063384883467,,0.3522108473099543,,0.9560008712698759,,,0.5863646264430408,,,0.0,,3.0,,,0.0,0.0,8.0,,19.0,,4.0,,,10.0,
25/0019,081602,1830,1808,22,7357,2025-02-19 06:51:00,2025-04-09 19:00:00,71289,1386,0.012021857923497269,0.9879781420765027,49.50625,23.1,38.955737704918036,7,7,7357.0,22.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,690.0,,265.0,,,245.0,245.0,2222.0,,594.0,,3096.0,,,,,,0.3770491803278688,,0.1448087431693989,,,0.13387978142076504,0.13387978142076504,1.214207650273224,,0.32459016393442625,,1.6918032786885246,,,,,,0.0,,0.0,,,0.0,0.0,6.0,,0.0,,16.0,,,,
25/0022,904802,3248,3193,55,16967,2025-02-02 21:58:00,2025-02-27 09:17:00,35239,2851,0.016933497536945813,0.9830665024630542,24.471527777777776,47.516666666666666,10.849445812807883,8,8,16967.0,55.0,CURVADO-CORT > SOLDADURA-RE > GRANALLADO > NORMALIZADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,1066.0,,483.0,,,608.0,608.0,3816.0,,1458.0,,6376.0,,,2552.0,,,0.32820197044334976,,0.14870689655172414,,,0.18719211822660098,0.18719211822660098,1.1748768472906403,,0.44889162561576357,,1.9630541871921183,,,0.7857142857142857,,,0.0,,0.0,,,0.0,0.0,5.0,,12.0,,24.0,,,14.0,
25/0024,081906,4000,3969,31,13922,2025-02-04 15:24:00,2025-02-17 19:46:00,18982,1730,0.00775,0.99225,13.181944444444444,28.833333333333332,4.7455,7,7,13922.0,31.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,1364.0,,705.0,,,555.0,555.0,4105.0,,1721.0,,4917.0,,,,,,0.341,,0.17625,,,0.13875,0.13875,1.02625,,0.43025,,1.22925,,,,,,0.0,,2.0,,,0.0,0.0,10.0,,5.0,,14.0,,,,
25/0025,081303,6000,5771,229,17289,2025-02-05 09:45:00,2025-02-26 23:15:00,31050,4195,0.03816666666666667,0.9618333333333333,21.5625,69.91666666666667,5.175,7,7,17289.0,229.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,1002.0,,778.0,,,842.0,853.0,5648.0,,2417.0,,5749.0,,,,,,0.167,,0.12966666666666668,,,0.14033333333333334,0.14216666666666666,0.9413333333333334,,0.4028333333333333,,0.9581666666666667,,,,,,0.0,,7.0,,,0.0,0.0,121.0,,38.0,,63.0,,,,
25/0026,081303,6201,6046,155,15103,2025-02-06 10:25:00,2025-02-25 01:28:00,26823,2451,0.024995968392194808,0.9750040316078052,18.627083333333335,40.85,4.3255926463473635,7,7,15103.0,155.0,CURVADO-CORT > SOLDADURA-RE > GRANALLADO > NORMALIZADO > CALIBRADO > TALLADO > RECTIFICADO,,1026.0,,1063.0,,,872.0,873.0,3445.0,,2658.0,,5166.0,,,,,,0.16545718432510886,,0.17142396387679407,,,0.14062248024512175,0.14078374455732948,0.5555555555555556,,0.42864054184808903,,0.8330914368650217,,,,,,1.0,,0.0,,,0.0,0.0,53.0,,61.0,,40.0,,,,
25/0028,081103,5474,5190,284,21814,2025-02-05 16:04:00,2025-02-28 06:09:00,32525,7446,0.05188162221410303,0.9481183777858969,22.586805555555557,124.1,5.941724515893314,8,8,21814.0,284.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,817.0,,700.0,,,511.0,513.0,5269.0,,1939.0,,7180.0,,,4885.0,,,0.14925100474972597,,0.1278772378516624,,,0.09335038363171355,0.09371574716843259,0.9625502374862989,,0.35421994884910485,,1.3116550968213372,,,0.8924004384362441,,,0.0,,3.0,,,0.0,0.0,111.0,,18.0,,130.0,,,22.0,
25/0031,031100,5425,5331,94,18760,2025-02-11 00:45:00,2025-03-13 04:56:00,43451,1216,0.017327188940092168,0.9826728110599078,30.174305555555556,20.266666666666666,8.009400921658987,8,8,18760.0,94.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > ENTRADA DE D > RECTIFICADO,,680.0,,677.0,,3496.0,545.0,543.0,3089.0,,1940.0,,7790.0,,,,,,0.12534562211981568,,0.1247926267281106,,0.6444239631336406,0.10046082949308756,0.10009216589861751,0.5694009216589861,,0.3576036866359447,,1.4359447004608294,,,,,,0.0,,7.0,,0.0,0.0,0.0,45.0,,13.0,,29.0,,,,
25/0032,081303,2596,2439,157,6009,2025-02-10 14:46:00,2025-04-16 15:24:00,93638,2349,0.060477657935285055,0.939522342064715,65.02638888888889,39.15,36.07010785824345,7,7,6009.0,157.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,380.0,,433.0,,,293.0,293.0,1846.0,,685.0,,2079.0,,,,,,0.14637904468412943,,0.16679506933744223,,,0.11286594761171033,0.11286594761171033,0.7110939907550077,,0.2638674884437596,,0.8008474576271186,,,,,,4.0,,0.0,,,0.0,0.0,75.0,,7.0,,71.0,,,,
25/0038,081906,2647,2581,66,8840,2025-02-11 20:08:00,2025-02-20 22:36:00,13108,1031,0.024933887419720437,0.9750661125802795,9.102777777777778,17.183333333333334,4.9520211560256895,7,7,8840.0,66.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,815.0,,431.0,,,317.0,317.0,2894.0,,930.0,,3136.0,,,,,,0.3078957310162448,,0.162825840574235,,,0.11975821684926331,0.11975821684926331,1.0933131847374387,,0.3513411409142425,,1.184737438609747,,,,,,0.0,,0.0,,,0.0,0.0,59.0,,5.0,,2.0,,,,
25/0042,081906,3000,2962,38,12893,2025-02-12 11:22:00,2025-02-25 22:42:00,19400,2081,0.012666666666666666,0.9873333333333333,13.472222222222221,34.68333333333333,6.466666666666667,7,7,12893.0,38.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,1028.0,,560.0,,,432.0,432.0,3850.0,,1146.0,,5445.0,,,,,,0.3426666666666667,,0.18666666666666668,,,0.144,0.144,1.2833333333333334,,0.382,,1.815,,,,,,0.0,,0.0,,,0.0,0.0,16.0,,2.0,,20.0,,,,
25/0043,081901,3000,2947,53,12184,2025-02-13 03:50:00,2025-03-04 10:35:00,27765,1215,0.017666666666666667,0.9823333333333333,19.28125,20.25,9.255,7,7,12184.0,53.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,890.0,,682.0,,,417.0,417.0,3119.0,,1153.0,,5506.0,,,,,,0.2966666666666667,,0.22733333333333333,,,0.139,0.139,1.0396666666666667,,0.38433333333333336,,1.8353333333333333,,,,,,0.0,,8.0,,,0.0,0.0,7.0,,6.0,,32.0,,,,
25/0047,081GJ1,4709,4681,28,14662,2025-02-13 15:12:00,2025-02-28 09:53:00,21281,1311,0.005946060734763219,0.9940539392652368,14.778472222222222,21.85,4.519218517732003,8,8,14662.0,28.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > TEMPLE-REVEN > RECTIFICADO,,1647.0,,642.0,,,797.0,797.0,3313.0,,1731.0,,3588.0,,,2147.0,,,0.3497557867912508,,0.13633467827564238,,,0.16925037162879591,0.16925037162879591,0.7035464005096623,,0.3675939689955405,,0.7619452112975154,,,0.4559354427691654,,,1.0,,0.0,,,0.0,0.0,8.0,,5.0,,0.0,,,14.0,
25/0048,081290,1760,1705,55,8495,2025-02-14 09:19:00,2025-03-13 13:28:00,39129,679,0.03125,0.96875,27.172916666666666,11.316666666666666,22.232386363636362,9,9,8495.0,55.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > ENTRADA DE D > TEMPLAR POR > RECTIFICADO,,296.0,,258.0,,2949.0,195.0,194.0,1087.0,,701.0,,2310.0,,505.0,,,,0.16818181818181818,,0.14659090909090908,,1.6755681818181818,0.11079545454545454,0.11022727272727273,0.6176136363636363,,0.39829545454545456,,1.3125,,0.2869318181818182,,,,0.0,,4.0,,4.0,0.0,0.0,4.0,,6.0,,36.0,,1.0,,
25/0050,081906,3000,2952,48,12204,2025-02-14 01:56:00,2025-03-06 23:18:00,30082,1668,0.016,0.984,20.89027777777778,27.8,10.027333333333333,7,7,12204.0,48.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,926.0,,442.0,,,120.0,857.0,3497.0,,1047.0,,5315.0,,,,,,0.30866666666666664,,0.14733333333333334,,,0.04,0.2856666666666667,1.1656666666666666,,0.349,,1.7716666666666667,,,,,,0.0,,8.0,,,0.0,0.0,18.0,,2.0,,20.0,,,,
25/0051,081901,2591,2565,26,6256,2025-02-14 13:57:00,2025-03-05 20:28:00,27751,494,0.010034735623311463,0.9899652643766885,19.271527777777777,8.233333333333333,10.710536472404478,7,7,6256.0,26.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > RECTIFICADO,,577.0,,313.0,,,346.0,345.0,2032.0,,755.0,,1888.0,,,,,,0.222693940563489,,0.12080277884986491,,,0.13353917406406793,0.13315322269394056,0.7842531840988035,,0.2913932844461598,,0.7286761868004631,,,,,,0.0,,0.0,,,0.0,0.0,15.0,,10.0,,1.0,,,,
25/0055,009400,2200,2090,110,11590,2025-02-19 23:58:00,2025-04-03 07:05:00,60907,1793,0.05,0.95,42.296527777777776,29.883333333333333,27.685,9,9,11590.0,110.0,CURVADO-CORT > SOLDADURA-RE > NORMALIZADO > GRANALLADO > CALIBRADO > TALLADO > ENTRADA DE D > TEMPLE-REVEN > RECTIFICADO,,308.0,,251.0,,5294.0,217.0,215.0,1471.0,,814.0,,1033.0,,,1987.0,,,0.14,,0.11409090909090909,,2.4063636363636363,0.09863636363636363,0.09772727272727273,0.6686363636363636,,0.37,,0.46954545454545454,,,0.9031818181818182,,,0.0,,0.0,,23.0,0.0,0.0,50.0,,1.0,,25.0,,,11.0,
